0 0 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G..RRR  
1 1 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G..RRR B99  
1 1 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99  
1 1 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98  
1 1 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99  
1 1 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99  
1 1 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99  
1 1 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99  
1 1 0 BB.C..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99  
1 1 0 BB.C..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99  
2 2 0 .BBC..DD.COPAA.QOPEEFQOPG.FQ..G..RRR A99 B99  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..GRRR.. R98 B99  
2 2 0 BB.C..DD.COPAA.QOPEE.QOPG.FQ..G.FRRR F99 A99  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..GRRR.. R98 A99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PG.RRRP P98 R99  
2 2 0 BB.C..DD.COP.AAQOP.EEQOPG.FQ..G.FRRR E99 F99  
2 2 0 BBFC..DDFCOPAA.QOPEE.QOPG..Q..G..RRR F97 A99  
2 2 0 .BBC..DD.CO..AAQOPEEFQOPG.FQ.PG..RRR P99 B99  
2 2 0 BB.C..DDFCOPAAFQOPEE.QOPG..Q..G..RRR F98 A99  
2 2 0 BB.C..DD.COPAAFQOPEEFQOPG..Q..G..RRR F99 A99  
2 2 0 .BBC.PDD.COP.AAQOPEEFQO.G.FQ..G..RRR P99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..GRRR.. R98 O99  
2 2 0 BB.C..DD.CO.AA.QOPEEFQOPG.FQ.PG..RRR P99 A99  
2 2 0 BB.C.PDD.COPAA.QOPEEFQO.G.FQ..G..RRR P99 A99  
2 2 0 .BBC..DD.C.P.AAQOPEEFQOPG.FQO.G..RRR O99 B99  
2 2 0 BB.C..DD.C.PAA.QOPEEFQOPG.FQO.G..RRR O99 A99  
2 2 0 BB.C...DDCOPAA.QOPEEFQOPG.FQ..G..RRR D99 A99  
2 2 0 .BBCO.DD.COP.AAQOPEEFQ.PG.FQ..G..RRR O99 B99  
2 2 0 BB.CO.DD.COP.AAQOPEEFQ.PG.FQ..G.RRR. R99 O99  
2 2 0 BB.C..DD.CO..AAQO.EEFQOPG.FQ.PGRRR.P P98 R98  
2 2 0 BB.C..DD.C.P.AAQOPEE.QOPG.FQO.G.FRRR F99 O99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.G.RRR. R99 O99  
2 2 0 BB.CO.DD.COP.AAQOPEE.Q.PG.FQ..G.FRRR F99 O99  
2 2 0 BB.C.PDD.COP.AAQOPEE.QO.G.FQ..G.FRRR F99 P99  
2 2 0 BB.C.PDD.C.P.AAQOPEEFQO.G.FQO.G..RRR O99 P99  
2 2 0 .BBC...DDCOP.AAQOPEEFQOPG.FQ..G..RRR D99 B99  
2 2 0 BB.CO.DD.COPAA.QOPEEFQ.PG.FQ..G..RRR A99 O99  
2 2 0 BB.C...DDCOP.AAQOPEE.QOPG.FQ..G.FRRR F99 D99  
2 2 0 BB.C.P.DDCOP.AAQOPEEFQO.G.FQ..G..RRR P99 D99  
2 2 0 BB.CO.DD.CO..AAQOPEEFQ.PG.FQ.PG..RRR P99 O99  
2 2 0 BB.C...DDC.P.AAQOPEEFQOPG.FQO.G..RRR O99 D99  
2 2 0 BB.C..DD.CO..AAQOPEE.QOPG.FQ.PG.FRRR F99 P99  
2 2 0 BB.COPDD.COP.AAQOPEEFQ..G.FQ..G..RRR P99 O99  
2 2 0 BB.C..DD.C...AAQOPEEFQOPG.FQOPG..RRR O99 P99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PG.RRR. R99 P99  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..G.RRR. R99 P99  
2 2 0 BB.C...DDCO..AAQOPEEFQOPG.FQ.PG..RRR D99 P99  
2 2 0 BB.CO..DDCOP.AAQOPEEFQ.PG.FQ..G..RRR D99 O99  
2 2 0 BB.C..DD.CO..AAQOPEEFQOPG.FQ.PGRRR.. P99 R98  
2 2 0 BB.C.PDD.COP.AAQOPEEFQO.G.FQ..GRRR.. P99 R98  
2 2 0 .BBC..DD.COP.AAQOPEEFQOPG.FQ..G.RRR. R99 B99  
2 2 0 BB.C..DD.C.P.AAQ.PEEFQOPG.FQO.GRRRO. O98 R98  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..G.RRR. R99 D99  
2 2 0 BB.C..DD.C.P.AAQOPEEFQOPG.FQO.GRRR.. O99 R98  
2 2 0 .BBC..DD.COP.AAQOPEE.QOPG.FQ..G.FRRR F99 B99  
2 2 0 BB.C...DDCOP.AAQOPEEFQOPG.FQ..GRRR.. D99 R98  
2 2 0 BB.C..DD.COPAA.QOPEEFQOPG.FQ..G.RRR. R99 A99  
7 7 0 BBFCO.DDFCO.AA.QO.GEEQ.PG..Q.P..RRRP G99 P98 O99 E99 R99 F97 A99  
7 7 0 BBFCO.DDFCOPGAAQOPGEEQ.P...Q..RRR... O99 R97 G98 E99 A98 F97 A99  
7 7 0 BBFC..DDFCO.GAAQOPGEEQOP...Q.P.RRR.. R98 P99 G98 E99 A98 F97 A99  
7 7 0 BBFCOPDDFCOP.AAQOPGEEQ..G..Q.....RRR P99 O99 A98 G99 E99 F97 A99  
7 7 0 GBBC.PGDDCOPAA.QOP.EEQO...FQ....FRRR A99 G96 D99 E99 F99 P99 B99  
7 7 0 BBFC..DDFCO.GAAQOPGEEQOP...Q.P..RRR. R99 P99 G98 E99 A98 F97 A99  
7 7 0 BB.C.PDDFC.PAAFQOPGEEQO.G..QO.RRR... O99 R97 P99 G99 E99 F98 A99  
7 7 0 GBBCOPGDDCOP.AAQOP.EEQ....FQ....FRRR O99 G96 D99 E99 F99 P99 B99  
7 7 0 BBFC..DDFC..GAAQOPGEEQOP...QOP...RRR O99 P99 G98 E99 A98 F97 A99  
7 7 0 BBFC.PDDFC.PAA.Q.PGEEQO.G..QO..RRRO. G99 E99 O98 P99 F97 R98 A99  
7 7 0 BBFCO.DDFCO.GAAQOPGEEQ.P...Q.P...RRR O99 P99 G98 E99 A98 F97 A99  
7 7 0 BB.COPDDFCOPAAFQOPGEEQ..G..Q..RRR... O99 R97 P99 G99 E99 F98 A99  
7 7 0 BB.C..GDDCOPGAAQOPEEFQOP..FQ....RRR. R99 F98 E98 G97 D99 E99 F99  
7 7 0 BB.C..GDDC.PGAAQOPEEFQOP..FQO....RRR O99 F98 E98 G97 D99 E99 F99  
7 7 0 BBFC.PDDFC.PAA.QOPGEEQO.G..QO...RRR. R99 G99 E99 F97 O99 P99 A99  
7 7 0 BB.C..GDDCO.GAAQOPEEFQOP..FQ.P...RRR P99 F98 E98 G97 D99 E99 F99  
7 7 0 .BBC.PDDFCOPAAFQOPGEEQO.G..Q..RRR... B99 R97 P99 G99 E99 F98 A99  
7 7 0 BBFC..DDFC...AAQO..EEQOPG..QOPGRRR.P E99 A98 O99 P98 F97 R98 A99  
7 7 0 .BBCOP.DDCOPAAFQOPEEFQ..G..Q..GRRR.. P99 F99 B99 R98 O99 D99 A99  
7 7 0 .BBC.PDDFCOPAAFQOPGEEQO.G..Q...RRR.. P99 G99 E99 F98 R98 A99 B99  
7 7 0 BB.C..GDDCOPGAAQOPEEFQOP..FQ..RRR... R97 F98 E98 G97 D99 E99 F99  
7 7 0 GBBCO.GDDCOPAA.QOP.EEQ.P..FQ....FRRR A99 G96 D99 E99 F99 O99 B99  
7 7 0 .BBC..DDFC.PAAFQOPGEEQOPG..QO..RRR.. O99 G99 E99 F98 R98 A99 B99  
7 7 0 BBFCOPDDFCOPAA.QOPGEEQ..G..Q..RRR... O99 P99 R97 G99 E99 F97 A99  
7 7 0 BBFC.PDDFC.PAA.QOPGEEQO.G..QO..RRR.. O99 P99 G99 E99 F97 R98 A99  
7 7 0 BB.C..GDDCOPGAAQOPEEFQOP..FQ...RRR.. R98 F98 E98 G97 D99 E99 F99  
7 7 0 GBBCO.GDDCOP.AAQOPEE.Q.P..FQ....FRRR E98 G96 D99 E99 F99 O99 B99  
7 7 0 .BBC..DDFCO.AAFQOPGEEQOPG..Q.P.RRR.. P99 G99 E99 F98 R98 A99 B99  
7 7 0 GBBC..GDDC.PAA.QOP.EEQOP..FQO...FRRR O99 A99 G96 E99 F99 D99 B99  
7 7 0 .BBCOP.DDCOPGAAQOPGEEQ....FQ....FRRR B99 D99 G98 E99 P99 F99 O99  
7 7 0 BBFC..DDFC.PGAAQ.PGEEQOP...QO..RRRO. O98 G98 E99 R98 A98 F97 A99  
7 7 0 .BBC..DDFC.PAAFQ.PGEEQOPG..QO..RRRO. O98 G99 E99 F98 R98 A99 B99  
7 7 0 .BBCO..DDCO.AAFQOPEEFQ.PG..Q.PGRRR.. P99 F99 B99 R98 O99 D99 A99  
7 7 0 GBBC..GDDCOPAA.QOPEE.QOP..FQ....FRRR E98 A99 G96 E99 F99 D99 B99  
7 7 0 BBFCO.DDFCO.AA.QO.GEEQ.PG..Q.PRRR..P P98 O99 R97 G99 E99 F97 A99  
7 7 0 GBBC..GDDCOP.AAQOPEEFQOP..FQ.....RRR F98 E98 G96 E99 F99 D99 B99  
7 7 0 BBFC..DDFC..AA.QO.GEEQOPG..QOP..RRRP G99 O99 E99 F97 A99 P98 R99  
7 7 0 .BBCO..DDCO.AA.QOP.EEQ.PG.FQ.PG.FRRR E99 D99 F99 B99 O99 P99 A99  
7 7 0 GBBC..GDDC.P.AAQOPEE.QOP..FQO...FRRR O99 E98 G96 E99 F99 D99 B99  
7 7 0 BB.C.PDDFC.PAAFQ.PGEEQO.G..QO..RRRO. O98 R98 P99 G99 E99 F98 A99  
7 7 0 .BBCO..DDCO.AAFQO.EEFQ.PG..Q.PGRRR.P P98 F99 B99 R98 O99 D99 A99  
7 7 0 .BBC.PDDFC.PAAFQOP.EEQO.G..QO.G.RRR. O99 E99 F98 P99 R99 A99 B99  
7 7 0 .BBC...DDC..AAFQ..EEFQOPG..QOPGRRROP O98 F99 A99 D99 P98 R98 B99  
7 7 0 .BBC..DDFC..AAFQ...EEQOPG..QOPGRRROP E99 F98 A99 O98 P98 R98 B99  
7 7 0 BB.C..DDFC..AAFQOPGEEQOPG..QOP..RRR. O99 G99 E99 P99 R99 F98 A99  
7 7 0 .BBC..DDFC.PAAFQOPGEEQOPG..QO...RRR. G99 E99 F98 A99 R99 O99 B99  
7 7 0 BBFC..DDFCOPGAA.OPGEEQOP...Q..RRRQ.. Q99 R97 G98 E99 A98 F97 A99  
7 7 0 .BBC...DDC..AAFQOPEEFQOPG..QOPGRRR.. B99 D99 F99 R98 O99 P99 A99  
7 7 0 .BBC...DDC..GAAQOPGEEQOP..FQOP..FRRR D99 O99 B99 P99 G98 E99 F99  
7 7 0 BBFC.PDDFCOPGAAQOPGEEQO....Q...RRR.. P99 G98 E99 R98 A98 F97 A99  
7 7 0 .BBC..DD.C..AA.QOPGEEQOPG.FQOP..FRRR B99 O99 P99 G99 E99 F99 A99  
7 7 0 BBFCOPDDFCOP.AAQOP.EEQ..G..Q..G.RRR. E99 A98 F97 A99 P99 R99 O99  
7 7 0 .BBC..DDFC..AAFQO..EEQOPG..QOPGRRR.P E99 O99 P98 F98 R98 A99 B99  
7 7 0 BBFC..DDFCO.GAAQO.GEEQOP...Q.P.RRR.P P98 G98 E99 R98 A98 F97 A99  
7 7 0 BB.CO..DDCO.AA.QOPGEEQ.PG.FQ.P..FRRR P99 D99 O99 G99 E99 F99 A99  
7 7 0 BB.C..DDFC..AAFQO.GEEQOPG..QOP..RRRP O99 G99 E99 F98 A99 P98 R99  
7 7 0 .BBC...DDCO.AA.QOPGEEQOPG.FQ.P..FRRR P99 B99 D99 G99 E99 F99 A99  
8 8 0 .BBC..DDFC..AAFQ..GEEQOPG..QOP.RRROP O98 P98 G99 E99 F98 R98 A99 B99  
8 8 0 BBFC.PDDFC.PGAAQ.PGEEQO....QO..RRRO. G98 A98 E99 O98 P99 F97 R98 A99  
8 8 0 BBFC..DDFC..GAAQO.GEEQOP...QOP.RRR.P P98 O99 G98 E99 R98 A98 F97 A99  
8 8 0 GBBC.PGDDC.P.AAQOPEE.QO...FQO...FRRR E98 G96 B99 D99 E99 P99 F99 O99  
8 8 0 BBFC..DDFC..GAAQO.GEEQOP...QOP..RRRP O99 G98 E99 A98 F97 A99 P98 R99  
8 8 0 ...BB.DDFCOPAAFCOPGEEQOPG..Q..RRRQ.. B97 C99 Q99 R97 G99 E99 F98 A99  
8 8 0 BB....DDFC.PAAFCOPGEEQOPG..QO.RRRQ.. C99 O99 Q99 R97 G99 E99 F98 A99  
8 8 0 BB..O.DDFCOPAAFCOPGEEQ.PG..Q..RRRQ.. C99 O99 Q99 R97 G99 E99 F98 A99  
8 8 0 BBFCO.DDFCO..AAQOPGEEQ.PG..Q.PRRR... R97 G99 E99 A98 F97 O99 P99 A99  
8 8 0 ....BBDDFCOPAAFCOPGEEQOPG..Q..RRRQ.. B96 C99 Q99 R97 G99 E99 F98 A99  
8 8 0 BB.CO.GDDCOPGAAQOPEEFQ.P..FQ...RRR.. R98 F98 E98 G97 D99 O99 E99 F99  
8 8 0 BB.C.PDDFC.PAAF..PGEEQO.G..QO.RRRQO. O98 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 BBFC.PDDFC.P.AAQ.PGEEQO.G..QO..RRRO. G99 A98 E99 O98 P99 F97 R98 A99  
8 8 0 BBFC..DDFC..GAAQOPGEEQOP...QOP.RRR.. G98 E99 A98 F97 R98 O99 P99 A99  
8 8 0 .BBC.PDDFC.PAAFQ.PGEEQO.G..QO..RRRO. G99 E99 O98 P99 F98 R98 A99 B99  
8 8 0 .BBC..DDFC..AAFQOPGEEQOPG..QOP..RRR. G99 P99 E99 F98 A99 R99 O99 B99  
8 8 0 BBFC..DDFCO.GAA.OPGEEQOP...Q.PRRRQ.. Q99 R97 P99 G98 E99 A98 F97 A99  
8 8 0 .BBC...DDC..AA.QOPGEEQOPG.FQOP..FRRR B99 D99 O99 P99 G99 E99 F99 A99  
8 8 0 .BBC.PDDFC.PAAFQ.PGEEQO.G..QO.RRR.O. B99 O98 R97 P99 G99 E99 F98 A99  
8 8 0 BBFC..DDFC..GAAQ.PGEEQOP...QOPRRR.O. O98 R97 P99 G98 E99 A98 F97 A99  
8 8 0 GBBC.PGDDC.PAA.QOP.EEQO...FQO...FRRR A99 G96 B99 D99 E99 P99 F99 O99  
8 8 0 BBFC..DDFC..GAAQOPGEEQOP...QOPRRR... O99 R97 P99 G98 E99 A98 F97 A99  
8 8 0 BBFC.PDDFC.PGAAQOPGEEQO....QO..RRR.. P99 O99 G98 E99 R98 A98 F97 A99  
8 8 0 BB.C.PGDDC.PGAAQOPEEFQO...FQO....RRR F98 E98 G97 D99 E99 P99 F99 O99  
8 8 0 .BBCOP.DDCOPAA.QOPGEEQ..G.FQ....FRRR B99 D99 O99 P99 G99 E99 F99 A99  
8 8 0 BBFCOPDDFCOPGAAQOPGEEQ.....Q...RRR.. G98 E99 R98 A98 F97 O99 P99 A99  
8 8 0 BB.C.PDDFC.PAAF.OPGEEQO.G..QO.RRRQ.. O99 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 BB...PDDFCOPAAFCOPGEEQO.G..Q..RRRQ.. C99 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 .BBCOPDDFCOPAAFQOPGEEQ..G..Q....RRR. O99 G99 E99 F98 P99 R99 A99 B99  
8 8 0 .BBC..DDFC..AAFQO.GEEQOPG..QOP.RRR.P O99 P98 G99 E99 F98 R98 A99 B99  
8 8 0 .BBC.P.DDC.PAA.QOPGEEQO.G.FQO...FRRR B99 D99 A99 G99 E99 P99 F99 O99  
8 8 0 BBFCO.DDFCO.GAAQOPGEEQ.P...Q.PRRR... O99 R97 P99 G98 E99 A98 F97 A99  
8 8 0 BBFC..DDFC...AAQ.PGEEQOPG..QOP.RRRO. O98 A98 P99 G99 E99 F97 R98 A99  
8 8 0 BBFCOPDDFCOP.AAQOPGEEQ..G..Q....RRR. A98 G99 E99 F97 A99 P99 R99 O99  
8 8 0 BBFCO.DDFCO..AAQOPGEEQ.PG..Q.P.RRR.. G99 E99 A98 F97 R98 O99 P99 A99  
8 8 0 .BBC..DDFC..AAFQOPGEEQOPG..QOP.RRR.. B99 G99 E99 F98 R98 O99 P99 A99  
8 8 0 BBFCO.DDFCO..AAQOPGEEQ.PG..Q.P..RRR. R99 G99 E99 A98 F97 O99 P99 A99  
8 8 0 BBFCO.DDFCO.GAAQO.GEEQ.P...Q.P..RRRP O99 G98 E99 A98 F97 A99 P98 R99  
8 8 0 BBFCO.DDFCO.GAAQOPGEEQ.P...Q.P..RRR. G98 E99 A98 F97 R99 O99 P99 A99  
8 8 0 .BBCO.DDFCO.AAFQOPGEEQ.PG..Q.P..RRR. P99 G99 E99 F98 O99 R99 A99 B99  
8 8 0 .BBCO..DDCO.AA.QOPGEEQ.PG.FQ.P..FRRR D99 G99 B99 P99 E99 O99 F99 A99  
8 8 0 BBFC.PDDFC.PGAAQOPGEEQO....QO...RRR. O99 G98 E99 A98 F97 R99 P99 A99  
8 8 0 .BBCO.DDFCO.AAFQOPGEEQ.PG..Q.P.RRR.. B99 G99 R98 E99 F98 O99 P99 A99  
8 8 0 .BBCOPDDFCOPAAFQOPGEEQ..G..Q..RRR... R97 G99 B99 E99 F98 O99 P99 A99  
8 8 0 .BBC..DDFC..AAFQ.PGEEQOPG..QOP.RRRO. G99 E99 O98 P99 F98 R98 A99 B99  
8 8 0 .BBC.PDDFCOPAAF.OPGEEQO.G..Q..RRRQ.. B99 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 .BBC..DDFCO.AAF.O.GEEQOPG..Q.PRRRQ.P P98 Q99 R97 G99 E99 F98 A99 B99  
8 8 0 BBFC..DDFC..GAAQOPGEEQOP...QOP..RRR. G98 E99 A98 F97 R99 O99 P99 A99  
8 8 0 BBFC..DDFC...AAQOPGEEQOPG..QOPRRR... R97 G99 E99 A98 F97 O99 P99 A99  
8 8 0 BBFC..DDFC...AAQO.GEEQOPG..QOP..RRRP O99 G99 E99 A98 F97 A99 P98 R99  
8 8 0 .BBC..DDFC..AAFQO.GEEQOPG..QOPRRR..P O99 P98 R97 G99 E99 F98 A99 B99  
8 8 0 BB.C..DDFC..AAF..PGEEQOPG..QOPRRRQO. O98 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 BBFC..DDFC..AA..OPGEEQOPG..QOPRRRQ.. Q99 R97 G99 E99 F97 O99 P99 A99  
8 8 0 .BBCO.DDFCO.AAFQOPGEEQ.PG..Q.PRRR... B99 O99 R97 P99 G99 E99 F98 A99  
8 8 0 BB....DDFCO.AAFCOPGEEQOPG..Q.PRRRQ.. C99 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 BBFC.PDDFC.P.AAQOPGEEQO.G..QO.RRR... R97 G99 E99 A98 F97 O99 P99 A99  
8 8 0 .BBC..DDFC.PAAF.OPGEEQOPG..QO.RRRQ.. O99 Q99 R97 G99 E99 F98 A99 B99  
8 8 0 .BBC.PDDFC.PAAFQOPGEEQO.G..QO.RRR... R97 P99 O99 G99 E99 F98 A99 B99  
8 8 0 BB.C..DDFC..AAF...GEEQOPG..QOPRRRQOP O98 P98 Q99 R97 G99 E99 F98 A99  
8 8 0 BB.C..DDFC..AAF.O.GEEQOPG..QOPRRRQ.P O99 P98 Q99 R97 G99 E99 F98 A99  
8 8 0 BB.CO.DDFCO.AAF.O.GEEQ.PG..Q.PRRRQ.P O99 P98 Q99 R97 G99 E99 F98 A99  
8 8 0 BBFC..DDFC...AAQ..GEEQOPG..QOP.RRROP A98 O98 P98 G99 E99 F97 R98 A99  
8 8 0 .BB...DDFCOPAAFCOPGEEQOPG..Q..RRRQ.. C99 Q99 R97 G99 E99 F98 A99 B99  
8 8 0 BB.COPDDFCOPAAF.OPGEEQ..G..Q..RRRQ.. O99 Q99 R97 P99 G99 E99 F98 A99  
8 8 0 BBFCO.DDFCO.GAAQOPGEEQ.P...Q.P.RRR.. G98 E99 A98 F97 R98 O99 P99 A99  
8 8 0 BBFC..DDFC..GAAQ..GEEQOP...QOP.RRROP G98 E99 A98 O98 P98 F97 R98 A99  
8 8 0 .BBC.PDDFC.PAAFQOPGEEQO.G..QO...RRR. O99 G99 E99 F98 P99 R99 A99 B99  
8 8 0 BBFC..DDFC...AAQOPGEEQOPG..QOP.RRR.. G99 E99 A98 F97 R98 O99 P99 A99  
8 8 0 BB.CO.GDDCOPGAAQOPEEFQ.P..FQ..RRR... R97 F98 E98 G97 D99 O99 E99 F99  
8 8 0 .BBCO.GDDCO.GAAQOPEE.Q.P..FQ.P..FRRR B99 P99 E98 G97 D99 O99 E99 F99  
8 8 0 BBFC.PDDFC.PGAAQ.PGEEQO....QO.RRR.O. O98 P99 R97 G98 E99 A98 F97 A99  
8 8 0 BBFC..DDFCO..AA.OPGEEQOPG..Q.PRRRQ.. P99 Q99 A98 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFCO..AA.O.GEEQOPG..Q.PRRRQ.P P98 Q99 A98 R97 G99 E99 F97 A99  
8 8 0 ..BB..DDFCOPAAFCOPGEEQOPG..Q..RRRQ.. B98 C99 Q99 R97 G99 E99 F98 A99  
8 8 0 BBFCOPDDFCOP.AAQOPGEEQ..G..Q...RRR.. G99 E99 R98 A98 F97 O99 P99 A99  
8 8 0 BBFC..DDFC...AAQ..GEEQOPG..QOPRRR.OP A98 P98 O98 R97 G99 E99 F97 A99  
8 8 0 GBBC..GDDCO.AA.QOPEE.QOP..FQ.P..FRRR E98 A99 G96 E99 D99 F99 P99 B99  
8 8 0 BBFC.PDDFC.PAA..OPGEEQO.G..QO.RRRQ.. O99 P99 Q99 R97 G99 E99 F97 A99  
8 8 0 .BBC..GDDC.PGAAQOPEEFQOP..FQO....RRR O99 F98 E98 G97 E99 F99 D99 B99  
8 8 0 .BBC..DDFC..AAFQOPGEEQOPG..QOPRRR... R97 G99 B99 E99 F98 O99 P99 A99  
8 8 0 BBFC.PDDFCOPGAA.OPGEEQO....Q..RRRQ.. Q99 P99 R97 G98 E99 A98 F97 A99  
8 8 0 BBFCOPDDFCOPGAAQOPGEEQ.....Q..RRR... O99 P99 R97 G98 E99 A98 F97 A99  
8 8 0 BBFC..DDFC..AA....GEEQOPG..QOPRRRQOP Q99 P98 O98 R97 G99 E99 F97 A99  
8 8 0 .BBCOPGDDCOPGAAQOPEE.Q....FQ....FRRR P99 B99 E98 G97 D99 O99 E99 F99  
8 8 0 GBBC..GDDC...AAQOPEE.QOP..FQOP..FRRR O99 E98 G96 E99 D99 F99 P99 B99  
8 8 0 BBFC..DDFCO...AAO.GEEQOPG..Q.PRRRQ.P P98 A97 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC.PDDFC.PAA...PGEEQO.G..QO.RRRQO. O98 P99 Q99 R97 G99 E99 F97 A99  
8 8 0 GBBC..GDDCO..AAQOPEEFQOP..FQ.P...RRR F98 E98 G96 E99 D99 F99 P99 B99  
8 8 0 GBBCO.GDDCO..AAQOPEE.Q.P..FQ.P..FRRR O99 E98 G96 E99 D99 F99 P99 B99  
8 8 0 BBFC..DDFCOPG.AAOPGEEQOP...Q..RRRQ.. G98 A97 Q99 R97 G99 E99 F97 A99  
8 8 0 GBBC..GDDC..AA.QOP.EEQOP..FQOP..FRRR O99 A99 G96 E99 D99 F99 P99 B99  
8 8 0 BBFC..DDFCO...AAOPGEEQOPG..Q.PRRRQ.. P99 A97 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFC..AA..O.GEEQOPG..QOPRRRQ.P O99 P98 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC.PDDFCOP..AAOPGEEQO.G..Q..RRRQ.. P99 A97 Q99 R97 G99 E99 F97 A99  
8 8 0 BB.C..GDDC..GAAQOPEEFQOP..FQOP...RRR F98 E98 G97 D99 E99 P99 F99 O99  
8 8 0 BBFCO.DDFCO.AA..O.GEEQ.PG..Q.PRRRQ.P O99 P98 Q99 R97 G99 E99 F97 A99  
8 8 0 .BBC..GDDC..GAAQOPEE.QOP..FQOP..FRRR B99 E98 G97 D99 E99 P99 F99 O99  
8 8 0 BBF...DDFCO.AA.CO.GEEQOPG..Q.PRRRQ.P C99 P98 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFC..AA...PGEEQOPG..QOPRRRQO. O98 P99 Q99 R97 G99 E99 F97 A99  
8 8 0 BBF...DDFC.PAA.COPGEEQOPG..QO.RRRQ.. C99 O99 Q99 R97 G99 E99 F97 A99  
8 8 0 BBF.O.DDFCOPAA.COPGEEQ.PG..Q..RRRQ.. C99 O99 Q99 R97 G99 E99 F97 A99  
8 8 0 .BBC.PGDDCOPGAAQOPEEFQO...FQ.....RRR F98 B99 E98 G97 E99 D99 F99 P99  
8 8 0 .BBC..GDDCO.GAAQOPEEFQOP..FQ.P...RRR P99 F98 E98 G97 E99 F99 D99 B99  
8 8 0 BBFC..DDFC.P...AAPGEEQOPG..QO.RRRQO. A96 O98 Q99 R97 G99 E99 F97 A99  
8 8 0 BBF...DDFC.PAA.C.PGEEQOPG..QO.RRRQO. C99 O98 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFC...AAQO.GEEQOPG..QOPRRR..P A98 P98 O99 R97 G99 E99 F97 A99  
8 8 0 BBFCO.DDFCO.AA..OPGEEQ.PG..Q.PRRRQ.. O99 P99 Q99 R97 G99 E99 F97 A99  
8 8 0 BBF...DDFCO.AA.COPGEEQOPG..Q.PRRRQ.. C99 P99 Q99 R97 G99 E99 F97 A99  
8 8 0 BBF..PDDFCOPAA.COPGEEQO.G..Q..RRRQ.. C99 P99 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFC.P..AAOPGEEQOPG..QO.RRRQ.. O99 A97 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFCOPDDFCOPAA..OPGEEQ..G..Q..RRRQ.. O99 P99 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFC.P..AA.PGEEQOPG..QO.RRRQO. O98 A97 Q99 R97 G99 E99 F97 A99  
8 8 0 BBFC..DDFC...AAQ.PGEEQOPG..QOPRRR.O. A98 P99 O98 R97 G99 E99 F97 A99  
8 8 0 BBFC.PDDFC.P.AAQ.PGEEQO.G..QO.RRR.O. A98 P99 O98 R97 G99 E99 F97 A99  
8 8 0 BBFCO.DDFCOP..AAOPGEEQ.PG..Q..RRRQ.. O99 A97 Q99 R97 G99 E99 F97 A99  
8 8 0 BB.C.PGDDCOPGAAQOPEEFQO...FQ...RRR.. R98 F98 E98 G97 E99 D99 F99 P99  
8 8 0 BBFC.PDDFCOP.AA.OPGEEQO.G..Q..RRRQ.. P99 Q99 A98 R97 G99 E99 F97 A99  
8 8 0 .BBC..GDDCOPGAAQOPEEFQOP..FQ....RRR. R99 F98 E98 G97 E99 F99 D99 B99  
8 8 0 BB.C.PGDDCOPGAAQOPEEFQO...FQ..RRR... R97 F98 E98 G97 E99 D99 F99 P99  
8 8 0 BBFCO.DDFCO..AAQO.GEEQ.PG..Q.PRRR..P O99 P98 A98 R97 G99 E99 F97 A99  
