0 0 0 .BCCDE.B.FDE.AAF.G..HH.G...I.....I..  
1 1 0 .BCC.E.B.FDE.AAFDG..HH.G...I.....I.. D99  
1 1 0 .BCC.E.B.F.E.AAF.G..HHDG...ID....I.. D97  
1 1 0 .BCCDE.B.FDE.AAF....HH.....I.G...I.G G98  
1 1 0 .BCCDE.B.FDE.AAF.GHH...G...I.....I.. H98  
1 1 0 .BCCDE.B.FDE.AAF....HH.G...I.G...I.. G99  
1 1 0 .BCC.E.B.F.E.AAFDG..HHDG...I.....I.. D98  
1 1 0 .BCCDE.B.FDEAA.F.G..HH.G...I.....I.. A99  
1 1 0 .BCC.E.B.F.E.AAF.G..HH.G...ID....ID. D96  
1 1 0 .BCCDE.B.FDE.AAF.G.HH..G...I.....I.. H99  
1 1 0 .BCCDE.B.FDE.AAF.G...HHG...I.....I.. H99  
2 2 0 .BCC.E.B.FDE.AAFDG.HH..G...I.....I.. H99 D99  
2 2 0 .BCC.E.B.FDE.AAFDGHH...G...I.....I.. H98 D99  
2 2 0 .BCCDE.B.FDE.AAF..HH.......I.G...I.G H98 G98  
2 2 0 .BCCDE.B..DE.AAF.GHH.F.G...I.....I.. F99 H98  
2 2 0 .BCCDE.B.FDE.AAF.G.HHI.G...I........ I99 H99  
2 2 0 .BCCDE.B..DE.AAF.G.HHF.G...I.....I.. F99 H99  
2 2 0 .BCC.E.B.F.E.AAF.GHH...G...ID....ID. D96 H98  
2 2 0 .BCC.E.B.FDE.AAFDG...HHG...I.....I.. H99 D99  
2 2 0 .BCC.E.B.F.E.AAFDGHH..DG...I.....I.. D98 H98  
2 2 0 .BCCDE.B.FDE.AAF...HH......I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.....I.G...I.G G98 D99  
2 2 0 .BCC.E.B.F.E.AAF.GHH..DG...ID....I.. H98 D97  
2 2 0 .BCCDE.B.FDE.AAF......HH...I.G...I.G H98 G98  
2 2 0 .BCCDE.B.FDE.AAF.....HH....I.G...I.G H99 G98  
2 2 0 .BCC.E.B.FDE.AAFD...HH.G...I.G...I.. G99 D99  
2 2 0 .BCCDE.B.FDEAA.F....HH.....I.G...I.G A99 G98  
2 2 0 .BCCD..B.FD..AAF.E..HH.E...I.G...I.G E98 G98  
2 2 0 .BCC.E.B.FDEAA.FDG..HH.G...I.....I.. A99 D99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.....I.G...I.G E99 G98  
2 2 0 .BCCDE.B.FDE.AAF.GHH.I.G...I........ I99 H98  
2 2 0 .BCC.E.B.F.E.AAF.G.HH..G...ID....ID. H99 D96  
2 2 0 .BCC.E.B.F.E.AAF....HH.....IDG...IDG D96 G98  
2 2 0 .BCC.E.B.F.E.AAF.G...HHG...ID....ID. H99 D96  
2 2 0 .B.CCE.B.FDE.AAFDG..HH.G...I.....I.. C99 D99  
2 2 0 .BCC.E.B.F.E.AAFD...HHD....I.G...I.G D98 G98  
2 2 0 .B.CCE.B.F.E.AAF.G..HH.G...ID....ID. C99 D96  
2 2 0 .BCCDE.B.FDEAA.F.G...HHG...I.....I.. H99 A99  
2 2 0 .BCC.E.B.F.E.AAF.G.HH.DG...ID....I.. H99 D97  
2 2 0 .BCC.E.B.F.EAA.F.G..HH.G...ID....ID. D96 A99  
2 2 0 .BCC.E.B.F.EAA.FDG..HHDG...I.....I.. A99 D98  
2 2 0 .BCC.E.B.F.E.AAF....HHD....IDG...I.G G98 D97  
2 2 0 .BCCDE.B.FDE.AAF.....HHG...I.G...I.. H99 G99  
2 2 0 .B.CCE.B.F.E.AAFDG..HHDG...I.....I.. C99 D98  
2 2 0 .BCCDE.B.FDEAA.F.G.HH..G...I.....I.. H99 A99  
2 2 0 .BCCDE.B.FDE.AAF...HH..G...I.G...I.. H99 G99  
2 2 0 .BCC.E.B.F.E.AAF....HHDG...IDG...I.. G99 D97  
2 2 0 .BCCDE.B.FDEAA.F....HH.G...I.G...I.. A99 G99  
2 2 0 .BCCD..B.FDE.AAF.E..HH.G...I.G...I.. E99 G99  
2 2 0 .BCC.E.B.F.EAA.F.G..HHDG...ID....I.. A99 D97  
2 2 0 .BCC.E.B.F.E.AAF....HH.G...IDG...ID. D96 G99  
2 2 0 .BCC.E.B.F.E.AAFDG.HH.DG...I.....I.. H99 D98  
2 2 0 .BCC.E.B.F.E.AAFD...HHDG...I.G...I.. D98 G99  
2 2 0 .B.CCE.B.F.E.AAF.G..HHDG...ID....I.. C99 D97  
2 2 0 .BCCDE.B.FDE.AAF..HH...G...I.G...I.. G99 H98  
2 2 0 .BCCDE.B.FDEAA.F.GHH...G...I.....I.. A99 H98  
11 11 0 ...CC....FDE.AAFDE.HH....B.I.G.B.I.G H99 C97 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ...CCE...FDE.AAFD..BHH.G.B.I.G...I.. E98 C97 F98 A98 B97 A99 F99 C98 E99 G99 D99  
11 11 0 ...CC....FDE.AAFDE....HH.B.I.G.B.I.G H98 C97 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 CC...E...F.EAA.F...BHH.G.B.IDG...ID. E98 C94 F98 A97 B97 A99 F99 C98 D96 E99 G99  
11 11 0 CC.......FDE.AAFDE....HH.B.I.G.B.I.G C94 F98 A98 B96 H98 A99 F99 C98 E99 G98 D99  
11 11 0 ...CC....FDE.AAFDE.B..HH.B.I.G...I.G H98 C97 F98 A98 B97 A99 F99 C98 E99 G98 D99  
11 11 0 CC.......F.EAA.F.E.B.HHG.B.IDG...ID. H99 C94 F98 A97 B97 A99 F99 C98 D96 E99 G99  
11 11 0 .CC......FD.AA.FDEHH...E.B.I.G.B.I.G C95 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.....FDE.AAFDE.B..HH.B.I.G...I.G H98 C96 F98 A98 B97 A99 F99 C98 E99 G98 D99  
11 11 0 ..CC.....FD.AA.FDEHH...E.B.I.G.B.I.G C96 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ...CC....FD.AA.FDEHH...E.B.I.G.B.I.G C97 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 CC.......FDE.AAFDE.B..HH.B.I.G...I.G C94 F98 A98 B97 H98 A99 F99 C98 E99 G98 D99  
11 11 0 .CC........EAA.F.EHH.FD..B.IDG.B.I.G C95 F97 A95 H98 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ..CCD....FD.AA.F.E..HH.E.B.I.G.B.I.G D96 C96 F98 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 ....CC...FD.AA.FDEHH.I.E.B.I.G.B...G I99 F98 H98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 .CC.......D.AA.FDEHH.F.E.B.I.G.B.I.G C95 F97 H98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 CC.........EAA.F.EHH.FD..B.IDG.B.I.G C94 F97 A95 H98 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ..CC......D.AA.FDEHH.F.E.B.I.G.B.I.G C96 F97 H98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ...CC.....D.AA.FDEHH.F.E.B.I.G.B.I.G C97 F97 H98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ....CC...F..AA.FDE.HHIDE.B.I.G.B...G F98 I99 H99 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 .CCF.....F..AA..DE..HHDE.B.I.G.B.I.G F97 C95 F98 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 ..CC.....FDE.AAFDE.HH....B.I.G.B.I.G H99 C96 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ..CC.....FDE.AAFDE....HH.B.I.G.B.I.G H98 C96 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ....CC...F.EAA.F.E.HHID..B.IDG.B...G F98 A95 I99 H99 B96 A98 F99 C98 D97 E99 G98  
11 11 0 .CC..E...FDE.AAFD...HH...B.I.G.B.I.G E98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 .CC.D....FDE.AAF.E..HH...B.I.G.B.I.G D98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 CC.......F..AA.FDE.HH.DE.B.I.G.B.I.G C94 H99 F98 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 .CCF.....FD.AA..DE.BHH.E.B.I.G...I.G F97 C95 F98 A97 B97 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.E...F.E.AAF....HHD..B.IDG.B.I.G E98 C96 F98 A96 B96 A98 F99 C98 D97 E99 G98  
11 11 0 CC.F.....F.E.AA..E..HHD..B.IDG.B.I.G F97 C94 F98 A96 B96 A98 F99 C98 D97 E99 G98  
11 11 0 CC...........AAF.E.HHF.E.B.IDG.B.IDG C94 F97 H99 A98 B96 A99 F99 C98 D96 E98 G98  
11 11 0 CC.F.....FDE.AA.DE..HH...B.I.G.B.I.G F97 C94 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 .CC......FDE.AAFDEHH.....B.I.G.B.I.G H98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 .CC......FDE.AAFDE.HH....B.I.G.B.I.G H99 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 CC........DEAA.FDE.B.FHH.B.I.G...I.G C94 F97 A97 B97 H98 A99 F99 C98 E99 G98 D99  
11 11 0 .CC......FDE.AAFDE....HH.B.I.G.B.I.G H98 C95 F98 A98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 .CC......FDE.AAFDE...HHG.B.I.G.B.I.. C95 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
11 11 0 .CC.......DEAA.FDE.B.FHH.B.I.G...I.G C95 F97 A97 B97 H98 A99 F99 C98 E99 G98 D99  
11 11 0 CC.F.....F.EAA...E..HHD..B.IDG.B.I.G F97 C94 F98 A95 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ..CC.....FDE.AAFDE...HHG.B.I.G.B.I.. C96 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
11 11 0 ...CC....FDE.AAFDE...HHG.B.I.G.B.I.. C97 F98 A98 H99 B96 A99 F99 C98 E99 G99 D99  
11 11 0 CC.........E.AAF.EHH.FD..B.IDG.B.I.G C94 F97 A96 H98 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ....CC...FD..AAFDEHH.I.E.B.I.G.B...G I99 F98 H98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 CC.......FD..AAFDEHH...E.B.I.G.B.I.G H98 C94 F98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 CC.......F..AA.FDEHH..DE.B.I.G.B.I.G C94 F98 H98 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 CC........D..AAFDEHH.F.E.B.I.G.B.I.G C94 F97 H98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.......E.AAFDEHH.FD..B.I.G.B.I.G C96 F97 A98 H98 B96 A99 F99 C98 D98 E99 G98  
11 11 0 .CC......FD..AAFDE.HH..E.B.I.G.B.I.G C95 H99 F98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 .CC........EAA.F.E.HHFD..B.IDG.B.I.G C95 F97 H99 A95 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ....CC...F..AA.FDEHH.IDE.B.I.G.B...G I99 F98 H98 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 ..CC.......EAA.F.E.HHFD..B.IDG.B.I.G C96 F97 H99 A95 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ...CC......EAA.F.E.HHFD..B.IDG.B.I.G C97 F97 H99 A95 B96 A98 F99 C98 D97 E99 G98  
11 11 0 CC..........AA.FDEHH.FDE.B.I.G.B.I.G C94 F97 H98 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 .CC........E.AAFDEHH.FD..B.I.G.B.I.G C95 F97 A98 H98 B96 A99 F99 C98 D98 E99 G98  
11 11 0 .CC........EAA.F.E...FHH.B.IDG.B.IDG C95 F97 A97 B96 A99 H98 F99 C98 D96 E99 G98  
11 11 0 ..CC.......EAA.F.E...FHH.B.IDG.B.IDG C96 F97 A97 B96 A99 H98 F99 C98 D96 E99 G98  
11 11 0 CC.........E.AAFDEHH.FD..B.I.G.B.I.G C94 F97 A98 H98 B96 A99 F99 C98 D98 E99 G98  
11 11 0 ...CC......EAA.F.E...FHH.B.IDG.B.IDG C97 F97 A97 B96 A99 H98 F99 C98 D96 E99 G98  
11 11 0 .CC........E.AAF.E.HHFD..B.IDG.B.I.G C95 F97 H99 A96 B96 A98 F99 C98 D97 E99 G98  
11 11 0 CC.......FDE.AAFDE.B.HHG.B.I.G...I.. C94 F98 A98 B97 A99 H99 F99 C98 E99 G99 D99  
11 11 0 ..CC.E...F.E.AAFD..BHHD..B.I.G...I.G E96 C96 F98 A98 B97 A99 F99 C98 D98 E98 G98  
11 11 0 CC.F.....FDEAA..DE..HH...B.I.G.B.I.G F97 C94 F98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ..CC.....FDEAA.FDEHH.....B.I.G.B.I.G H98 C96 F98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ..CC.......E.AAF.E.HHFD..B.IDG.B.I.G C96 F97 H99 A96 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ...CC......E.AAF.E.HHFD..B.IDG.B.I.G C97 F97 H99 A96 B96 A98 F99 C98 D97 E99 G98  
11 11 0 .CCF.....F...AA.DE.BHHDE.B.I.G...I.G F97 C95 F98 A98 B97 A99 F99 C98 D98 E98 G98  
11 11 0 ...CC....FD..AAFDEHH...E.B.I.G.B.I.G H98 C97 F98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ...CC....FD..AAFDE.HH..E.B.I.G.B.I.G H99 C97 F98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 .CCF.....F.E.AA..E..HHD..B.IDG.B.I.G F97 C95 F98 A96 B96 A98 F99 C98 D97 E99 G98  
11 11 0 .CCF.....FD.AA..DE..HH.E.B.I.G.B.I.G F97 C95 F98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.....FD..AAFDEHH...E.B.I.G.B.I.G H98 C96 F98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.....FD..AAFDE.HH..E.B.I.G.B.I.G H99 C96 F98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ...CCE...F.E.AAFD..BHHD..B.I.G...I.G E96 C97 F98 A98 B97 A99 F99 C98 D98 E98 G98  
11 11 0 .CC......FDE.AAFDE...HH..B.I.G.B.I.G C95 F98 A98 B96 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ..CC.....FDE.AAFDE...HH..B.I.G.B.I.G C96 F98 A98 B96 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ..CC.E...FDEAA.FD...HH...B.I.G.B.I.G E96 C96 F98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 CC.F.....F...AA.DE.BHHDE.B.I.G...I.G F97 C94 F98 A98 B97 A99 F99 C98 D98 E98 G98  
11 11 0 .CCF.....FDEAA..DE..HH...B.I.G.B.I.G F97 C95 F98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ...CC....FDE.AAFDE...HH..B.I.G.B.I.G C97 F98 A98 B96 A99 F99 C98 E99 G98 H99 D99  
11 11 0 .CC......FDEAA.FDE...HH..B.I.G.B.I.G C95 F98 A97 B96 A99 F99 C98 E99 G98 H99 D99  
11 11 0 CC.......FDEAA.FDE.B.HHG.B.I.G...I.. C94 F98 A97 B97 A99 H99 F99 C98 E99 G99 D99  
11 11 0 ..CC.....FDEAA.FDE...HH..B.I.G.B.I.G C96 F98 A97 B96 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ...CC....FDEAA.FDE...HH..B.I.G.B.I.G C97 F98 A97 B96 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ...CCE...FDEAA.FD...HH...B.I.G.B.I.G E96 C97 F98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 CC.F.....FD.AA..DE..HH.E.B.I.G.B.I.G F97 C94 F98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.....F.E.AAF.EHH..DG.B.IDG.B.I.. H98 C96 F98 A98 B96 A99 F99 C98 E99 G99 D97  
11 11 0 .CC......FD..AAFDE.B.HHE.B.I.G...I.G C95 F98 A98 B97 A99 F99 C98 E98 G98 H99 D99  
11 11 0 CC.......FD.AA.FDE.HH..E.B.I.G.B.I.G C94 H99 F98 A97 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.....FD..AAFDE.B.HHE.B.I.G...I.G C96 F98 A98 B97 A99 F99 C98 E98 G98 H99 D99  
11 11 0 ...CC....FD..AAFDE.B.HHE.B.I.G...I.G C97 F98 A98 B97 A99 F99 C98 E98 G98 H99 D99  
11 11 0 .CC..........AAF.E.HHF.E.B.IDG.B.IDG C95 F97 H99 A98 B96 A99 F99 C98 D96 E98 G98  
11 11 0 ...CC....FDEAA.FDE.HH....B.I.G.B.I.G H99 C97 F98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 CC.F.....FD.AA..DE.BHH.E.B.I.G...I.G F97 C94 F98 A97 B97 A99 F99 C98 E98 G98 D99  
11 11 0 CC.......F.E.AAFDEHH..D..B.I.G.B.I.G C94 F98 A98 H98 B96 A99 F99 C98 D98 E99 G98  
11 11 0 CC........DE.AAFDEHH.F...B.I.G.B.I.G C94 F97 A98 H98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 .CC..E...F.E.AAF....HHDG.B.IDG.B.I.. E98 C95 F98 A98 B96 A99 F99 C98 E99 G99 D97  
11 11 0 .CC......F.E.AAF.EHH..DG.B.IDG.B.I.. H98 C95 F98 A98 B96 A99 F99 C98 E99 G99 D97  
11 11 0 ...CC....FDEAA.FDEHH.....B.I.G.B.I.G H98 C97 F98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ..CC........AA.F.E.HHFDE.B.IDG.B.I.G C96 F97 H99 A97 B96 A99 F99 C98 D97 E98 G98  
11 11 0 ...CC.......AA.F.E.HHFDE.B.IDG.B.I.G C97 F97 H99 A97 B96 A99 F99 C98 D97 E98 G98  
11 11 0 ..CC.........AAF.E.HHF.E.B.IDG.B.IDG C96 F97 H99 A98 B96 A99 F99 C98 D96 E98 G98  
11 11 0 ...CCE...F.E.AAF....HHD..B.IDG.B.I.G E98 C97 F98 A96 B96 A98 F99 C98 D97 E99 G98  
11 11 0 ..CC......DEAA.FDE.HHF.G.B.I.G.B.I.. C96 F97 H99 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 ...CC.....DEAA.FDE.HHF.G.B.I.G.B.I.. C97 F97 H99 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 ....CC...FDEAA.FDE.HHI...B.I.G.B...G I99 H99 F98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ...CC....F.E.AAF.E...HHG.B.IDG.B.ID. H99 C97 F98 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 ..CC.....F.E.AAF.E...HHG.B.IDG.B.ID. H99 C96 F98 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 CC..........AA.FDE.HHFDE.B.I.G.B.I.G C94 F97 H99 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 .CCF.....FD..AA.DE.BHH.E.B.I.G...I.G F97 C95 F98 A98 B97 A99 F99 C98 E98 G98 D99  
11 11 0 ...CCE...F.EAA.F....HHD..B.IDG.B.I.G E98 C97 F98 A95 B96 A98 F99 C98 D97 E99 G98  
11 11 0 .CC......FDEAA.FDE.B.HH..B.I.G...I.G C95 F98 A97 B97 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ..CC.....FDEAA.FDE.B.HH..B.I.G...I.G C96 F98 A97 B97 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ...CCE...FDEAA.FD..BHH.G.B.I.G...I.. E98 C97 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 ...CC....FDEAA.FDE.B.HH..B.I.G...I.G C97 F98 A97 B97 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ..CC.....FDEAA.FDEHH...G.B.I.G.B.I.. H98 C96 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 .CCF.....F.EAA...E..HHD..B.IDG.B.I.G F97 C95 F98 A95 B96 A98 F99 C98 D97 E99 G98  
11 11 0 CC.F.....F..AA..DE..HHDE.B.I.G.B.I.G F97 C94 F98 A97 B96 A99 F99 C98 D98 E98 G98  
11 11 0 ..CC.....FDEAA.FDE.HH..G.B.I.G.B.I.. H99 C96 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 .CC..E...F.E.AAF....HH.G.B.IDG.B.ID. E98 C95 F98 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 ..CC.E...F.EAA.F....HHD..B.IDG.B.I.G E98 C96 F98 A95 B96 A98 F99 C98 D97 E99 G98  
11 11 0 .CC......F.E.AAF.E...HHG.B.IDG.B.ID. H99 C95 F98 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 CC...E...FDEAA.FD...HH.G.B.I.G.B.I.. E98 C94 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 CC.F.....FDEAA..DE.BHH.G.B.I.G...I.. F97 C94 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 ..CCD....FDEAA.F.E.BHH.G.B.I.G...I.. D98 C96 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 .CC.D....FDEAA.F.E.BHH.G.B.I.G...I.. D98 C95 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 ..CC......DEAA.FDEHH.F...B.I.G.B.I.G C96 F97 H98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 CC.......FDEAA.FDEHH...G.B.I.G.B.I.. H98 C94 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 CC.......FDEAA.FDE.HH..G.B.I.G.B.I.. H99 C94 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 ..CC.E...FDEAA.FD..BHH.G.B.I.G...I.. E98 C96 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 .CC..E...F.EAA.F...BHHD..B.IDG...I.G E96 C95 F98 A97 B97 A99 F99 C98 D97 E98 G98  
11 11 0 .CC......FDE.AAFDE.B.HH..B.I.G...I.G C95 F98 A98 B97 A99 F99 C98 E99 G98 H99 D99  
11 11 0 CC...E...FDEAA.FD..BHH.G.B.I.G...I.. E98 C94 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 .CC..E...FDEAA.FD..BHH.G.B.I.G...I.. E98 C95 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 ..CC.....FDE.AAFDE.B.HH..B.I.G...I.G C96 F98 A98 B97 A99 F99 C98 E99 G98 H99 D99  
11 11 0 ...CC....FDE.AAFDE.B.HH..B.I.G...I.G C97 F98 A98 B97 A99 F99 C98 E99 G98 H99 D99  
11 11 0 .CCF.....FDEAA..DE.BHH.G.B.I.G...I.. F97 C95 F98 A97 B97 A99 F99 C98 E99 G99 D99  
11 11 0 .CC..E...FDEAA.FD...HH.G.B.I.G.B.I.. E98 C95 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 .CC......FDEAA.FDEHH...G.B.I.G.B.I.. H98 C95 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 CC.F.....FDE.AA.DE.BHH...B.I.G...I.G F97 C94 F98 A98 B97 A99 F99 C98 E99 G98 D99  
11 11 0 CC.F.....FD..AA.DE.BHH.E.B.I.G...I.G F97 C94 F98 A98 B97 A99 F99 C98 E98 G98 D99  
11 11 0 CC...E...FDE.AAFD..BHH.G.B.I.G...I.. E98 C94 F98 A98 B97 A99 F99 C98 E99 G99 D99  
11 11 0 .CC......FDEAA.FDE.HH..G.B.I.G.B.I.. H99 C95 F98 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 .CC......FDEAA.FDE...HHG.B.I.G.B.I.. C95 F98 H99 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 CC........DEAA.FDEHH.F...B.I.G.B.I.G C94 F97 H98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ..CC.....FDEAA.FDE...HHG.B.I.G.B.I.. C96 F98 H99 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 ...CC....FDEAA.FDE...HHG.B.I.G.B.I.. C97 F98 H99 A97 B96 A99 F99 C98 E99 G99 D99  
11 11 0 .CC.......DEAA.FDEHH.F...B.I.G.B.I.G C95 F97 H98 A97 B96 A99 F99 C98 E99 G98 D99  
11 11 0 CC.F.....FDE.AA.DE.BHH.G.B.I.G...I.. F97 C94 F98 A98 B97 A99 F99 C98 E99 G99 D99  
11 11 0 ...CC....F.E.AAF.E.HH..G.B.IDG.B.ID. C97 F98 H99 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 ....CC...F.E.AAF.E.HHI.G.B.IDG.B..D. I99 F98 H99 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 ....CC...F.EAA.F.EHH.ID..B.IDG.B...G I99 F98 A95 H98 B96 A98 F99 C98 D97 E99 G98  
11 11 0 CC...E...F.EAA.F....HHD..B.IDG.B.I.G E96 C94 F98 A97 B96 A99 F99 C98 D97 E98 G98  
11 11 0 CC.......F..AA.F.E.HH.DE.B.IDG.B.I.G H99 C94 F98 A97 B96 A99 F99 C98 D97 E98 G98  
11 11 0 ..CC......DE.AAFDEHH.F...B.I.G.B.I.G C96 F97 A98 H98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 ....CC...FDE.AAFDEHH.I.G.B.I.G.B.... F98 I99 H98 A98 B96 A99 F99 C98 E99 G99 D99  
11 11 0 CC...E...FDE.AAFD..BHH...B.I.G...I.G E98 C94 F98 A98 B97 A99 F99 C98 E99 G98 D99  
11 11 0 ...CC....FDE.AAFDEHH...G.B.I.G.B.I.. H98 C97 F98 A98 B96 A99 F99 C98 E99 G99 D99  
11 11 0 ..CC.....F.EAA.F.E.B.HHG.B.IDG...ID. H99 C96 F98 A97 B97 A99 F99 C98 D96 E99 G99  
11 11 0 CC.F.....F...AA.DE..HHDE.B.I.G.B.I.G F97 C94 F98 A98 B96 A99 F99 C98 D98 E98 G98  
11 11 0 .CCF.....F...AA..E..HHDE.B.IDG.B.I.G F97 C95 F98 A98 B96 A99 F99 C98 D97 E98 G98  
11 11 0 .CC........E.AAF.E.HHF.G.B.IDG.B.ID. C95 F97 H99 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 ..CC.......E.AAF.E.HHF.G.B.IDG.B.ID. C96 F97 H99 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 CC.F.....FDEAA..DE.BHH...B.I.G...I.G F97 C94 F98 A97 B97 A99 F99 C98 E99 G98 D99  
11 11 0 ...CC......E.AAF.E.HHF.G.B.IDG.B.ID. C97 F97 H99 A98 B96 A99 F99 C98 D96 E99 G99  
11 11 0 ...CC....F.E.AAF.E.B.HHG.B.IDG...ID. H99 C97 F98 A98 B97 A99 F99 C98 D96 E99 G99  
11 11 0 ...CC.....DE.AAFDEHH.F...B.I.G.B.I.G C97 F97 A98 H98 B96 A99 F99 C98 E99 G98 D99  
11 11 0 .CCF.....FD..AA.DE..HH.E.B.I.G.B.I.G F97 C95 F98 A98 B96 A99 F99 C98 E98 G98 D99  
11 11 0 ..CC.E...F.E.AAF...BHH.G.B.IDG...ID. E98 C96 F98 A98 B97 A99 F99 C98 D96 E99 G99  
