0 0 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGEHH.  
1 1 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O99  
1 1 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGEHH. C99  
1 1 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99  
1 1 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGEHH. D99  
1 1 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGEHH. O98  
1 1 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGEHH. A99  
1 1 0 B..OOOB....PAA..DPQQQCDP..ECFFGGEHH. C98  
1 1 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O99  
2 2 0 B.OOO.B..C.PAA.CDPQQQ.DP..E.FFGGE.HH H99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..E.FFGGE.HH H99 Q99  
2 2 0 B..OOOB..CDP.AACDPQQQ..P..E.FFGGEHH. A99 D99  
2 2 0 B..OOOB....P..AADPQQQCDP..ECFFGGEHH. A98 C98  
2 2 0 B..OOOB..C..AA.CD.QQQ.DP..EFFPGGEHHP P98 F99  
2 2 0 B..OOOB...DPAA..DPQQQC.P..ECFFGGEHH. C98 D99  
2 2 0 B.OOO.B..C.PAA.CDP.QQQDP..E.FFGGEHH. Q99 O99  
2 2 0 BOOO..B..CDPAA.CDPQQQ..P..E.FFGGEHH. O98 D99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..E.FFGGE.HH D99 H99  
2 2 0 B.OOO.B..CDPAA.CDPQQQ..P..E.FFGGEHH. D99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..E.FFGGE.HH H99 C99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..E.FFGGE.HH A99 H99  
2 2 0 B..OOOB....PAA..DPQQQ.DP..ECFFGGECHH C97 H99  
2 2 0 B.OOO.B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O99  
2 2 0 B..OOOB....PAA..DPQQQCDP..ECFFGGE.HH C98 H99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..E.FFGGE.HH O98 H99  
2 2 0 B.OOOPB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O99  
2 2 0 B..OOOB..C.PAA.CDP.QQQDP..EFF.GGEHH. F99 Q99  
2 2 0 B..OOOB..C.PAA.CDPQQQ.DP..EFF.GGE.HH F99 H99  
2 2 0 B..OOOB..C.P.AACDPQQQ.DP..EFF.GGEHH. F99 A99  
2 2 0 B..OOOB..CDPAA.CDP.QQQ.P..E.FFGGEHH. D99 Q99  
2 2 0 B.OOO.B....PAA..DPQQQCDP..ECFFGGEHH. C98 O99  
2 2 0 B..OOOB..C.P.AACDP.QQQDP..E.FFGGEHH. A99 Q99  
2 2 0 BOOO..B..C.PAA.CDP.QQQDP..E.FFGGEHH. O98 Q99  
2 2 0 B.OOO.B....PAA.CDPQQQCDP..E.FFGGEHH. C99 O99  
2 2 0 B..OOOB....PAA.CDPQQQCDP..EFF.GGEHH. F99 C99  
2 2 0 BOOO..B..C.PAA.CDPQQQ.DP..EFF.GGEHH. F99 O98  
2 2 0 B..OOOB..C..AA.CDPQQQ.DP..EFFPGGEHH. P99 F99  
2 2 0 B..OOOB....P.AA.DPQQQCDP..ECFFGGEHH. C98 A99  
2 2 0 B..OOOB...DPAA.CDPQQQC.P..E.FFGGEHH. D99 C99  
2 2 0 ...OOOB..C.PBAACDPQQQ.DP..E.FFGGEHH. B99 A99  
2 2 0 BOOOD.B..CDPAA.C.PQQQ..P..E.FFGGEHH. D98 O98  
2 2 0 B..OOOB....P.AACDPQQQCDP..E.FFGGEHH. A99 C99  
2 2 0 B..OOOB..CDPAA.CDPQQQ..P..EFF.GGEHH. F99 D99  
2 2 0 BOOO..B..C.P.AACDPQQQ.DP..E.FFGGEHH. A99 O98  
2 2 0 BOOO.PB..C.PAA.CDPQQQ.D...E.FFGGEHH. P99 O98  
2 2 0 BOOO..B....PAA.CDPQQQCDP..E.FFGGEHH. O98 C99  
2 2 0 BOOO..B....PAA..DPQQQCDP..ECFFGGEHH. C98 O98  
2 2 0 B..OOOB..CDPAA.CDP..QQQP..E.FFGGEHH. Q98 D99  
7 7 0 OOO.DP...CDP.AAC.PB.QQQ.B.E.FFGGEHH. P99 B97 Q98 D98 O97 B99 A99  
7 7 0 OOOCD....CDP.AA..PB.QQQPB.E.FFGGEHH. C99 B97 Q98 D98 O97 B99 A99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQ.FF....GGHH. F97 G99 E98 Q97 P99 D99 O99  
7 7 0 OOO.D....CDP.AAC.PB.QQQPB.EFF.GGEHH. B97 Q98 D98 F99 O97 B99 A99  
7 7 0 OOO..PB...DPB.AADPQQQ.....ECFFGGECHH P99 O97 B99 D99 A98 C97 H99  
7 7 0 OOOCDPB..CDPB..AAPQQQ.....E.FFGGEHH. P99 A97 C99 D98 O97 B99 A99  
7 7 0 OOOC..B..CDPB.AADPQQQ..P..EFF.GGEHH. F99 A98 C99 O97 B99 A99 D99  
7 7 0 OOO..P...C.P.AACDPBQQQD.B.EFF.GGE.HH P99 F99 H99 O97 B97 A99 Q99  
7 7 0 OOOC.....C.P.AA.DPBQQQDPB.EFF.GGE.HH C99 F99 H99 O97 B97 A99 Q99  
7 7 0 OOO.D.B..CD.BAAC.P..QQQP..EFFPGGEHH. P99 Q98 D98 F99 O97 B99 A99  
7 7 0 OOO.D.B..CD.BAAC....QQQP..EFFPGGEHHP P98 Q98 D98 F99 O97 B99 A99  
7 7 0 OOOCD.B..CDPB..AAPQQQ..P..E.FFGGE.HH H99 A97 C99 D98 O97 B99 A99  
7 7 0 .OOODP...CDPAA.C.PBQQQ..B.E.FFGGEHH. A98 P99 D98 O98 B97 A99 Q99  
7 7 0 OOO.DPB..CDPBAAC.P..QQQ...EFF.GGEHH. P99 Q98 D98 F99 O97 B99 A99  
7 7 0 OOOCD.B..CDPBAA..P..QQQP..EFF.GGEHH. C99 Q98 D98 F99 O97 B99 A99  
7 7 0 OOO.D....CDP.AAC.PBQQQ.PB.EFF.GGE.HH D98 F99 H99 O97 B97 A99 Q99  
7 7 0 OOOC..B..CDPB.AADP..QQQP..E.FFGGEHH. Q98 A98 C99 O97 B99 A99 D99  
7 7 0 OOOC..B..CDPB.AADP.QQQ.P..E.FFGGEHH. Q99 A98 C99 O97 B99 A99 D99  
7 7 0 OOOCD.B..CDPB..AAPQQQ..P..EFF.GGEHH. F99 A97 C99 D98 O97 B99 A99  
7 7 0 OOOCD.B..CDPB..AAP.QQQ.P..E.FFGGEHH. Q99 A97 C99 D98 O97 B99 A99  
7 7 0 OOOC.PB..CDPB.AADPQQQ.....E.FFGGEHH. P99 A98 C99 O97 B99 A99 D99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQ..FF...GGHH. F98 G99 E98 Q97 P99 D99 O99  
7 7 0 OOOCD.B..CDPB..AAP..QQQP..E.FFGGEHH. Q98 A97 C99 D98 O97 B99 A99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQ...FF..GGHH. F99 G99 E98 Q97 P99 D99 O99  
7 7 0 OOO..P...CDPBAACDPB..QQQ..E.FFGGEHH. B98 Q97 P99 O97 B99 A99 D99  
7 7 0 OOO...B...DPB.AADP..QQQP..ECFFGGECHH Q98 O97 B99 D99 A98 C97 H99  
7 7 0 OOOCD....CDPBAA..PB.QQQP..E.FFGGEHH. C99 B98 Q98 D98 O97 B99 A99  
7 7 0 OOO.DPB...DPBAAC.PQQQC....EFF.GGEHH. D98 F99 C99 P99 O97 B99 A99  
7 7 0 OOOC.PB..C.PB.AADP.QQQD...E.FFGGEHH. Q99 A98 C99 P99 O97 B99 A99  
7 7 0 OOO..PB..CDPBAACDP...QQQ..E.FFGGE.HH H99 Q97 P99 O97 B99 A99 D99  
7 7 0 OOO..PB..CDPBAACDP...QQQ..EFF.GGEHH. F99 Q97 P99 O97 B99 A99 D99  
7 7 0 OOO.DP...CDPBAAC.PB.QQQ...E.FFGGEHH. P99 B98 Q98 D98 O97 B99 A99  
7 7 0 OOO..PB..CDPBAACDP..EQQQ..E.FFGG.HH. E99 Q97 P99 O97 B99 A99 D99  
7 7 0 OOOC.PB..CDPBAA.DP...QQQ..E.FFGGEHH. C99 Q97 P99 O97 B99 A99 D99  
7 7 0 OOO...B...DPB.AADP.QQQ.P..ECFFGGECHH Q99 O97 B99 D99 A98 C97 H99  
7 7 0 .OOO.P...CDPAA.CDPBQQQ..B.E.FFGGEHH. A98 P99 D99 O98 B97 A99 Q99  
7 7 0 OOO..PB....PBAA.DP.QQQD...ECFFGGECHH P99 Q99 C97 H99 O97 B99 A99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQ.FF...GGHH.. F97 H99 E98 Q97 P99 D99 O99  
7 7 0 OOO.D....CDP.AAC.PB.QQQPB.E.FFGGE.HH H99 B97 Q98 D98 O97 B99 A99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQ..FF..GGHH.. F98 H99 E98 Q97 P99 D99 O99  
7 7 0 B.OOOPB..CDPAAECDP..EQQQ...FF.GGHH.. F99 H99 E98 Q97 P99 D99 O99  
7 7 0 OOO.D....CD..AAC..BQQQ.PB.EFFPGGEHHP P98 F99 D98 O97 B97 A99 Q99  
7 7 0 OOOC.....C.P..AADPBQQQDPB.EFF.GGEHH. F99 A98 C99 O97 B97 A99 Q99  
7 7 0 OOOC.PB..C.PB.AADPQQQ.D...EFF.GGEHH. F99 A98 C99 P99 O97 B99 A99  
7 7 0 OOOCD.B..CDPBAA..PQQQ..P..EFF.GGE.HH C99 F99 D98 H99 O97 B99 A99  
7 7 0 BOOO.PB..CDP.AACDP..EQQQ..E.FF.GGHH. A99 G99 E99 Q97 P99 O98 D99  
7 7 0 OOOC.....C.P..AADPBQQQDPB.E.FFGGE.HH H99 A98 C99 O97 B97 A99 Q99  
7 7 0 OOO.D.B...DPB.AA.P..QQQP..ECFFGGECHH Q98 D98 O97 B99 A98 C97 H99  
7 7 0 OOO.D.B...DPB.AA.P.QQQ.P..ECFFGGECHH Q99 D98 O97 B99 A98 C97 H99  
7 7 0 OOO.DP...CDP.AAC.PB..QQQB.E.FFGGEHH. B97 Q97 P99 D98 O97 B99 A99  
7 7 0 OOOC.P...C.P.AA.DPBQQQD.B.EFF.GGEHH. C99 F99 P99 O97 B97 A99 Q99  
7 7 0 OOO.DPB...DPB.AA.PQQQ.....ECFFGGECHH P99 D98 O97 B99 A98 C97 H99  
7 7 0 OOOCD.B..CDPB.AA.PQQQ..P..E.FFGGE.HH D98 A98 C99 H99 O97 B99 A99  
7 7 0 OOO......CD..AACD.BQQQ.PB.EFFPGGEHHP P98 F99 D99 O97 B97 A99 Q99  
7 7 0 OOOC..B..CDPB.AADPQQQ..P..E.FFGGE.HH D99 A98 C99 H99 O97 B99 A99  
7 7 0 OOOC.PB..C.PB.AADPQQQ.D...E.FFGGE.HH P99 A98 C99 H99 O97 B99 A99  
7 7 0 OOOC..B..C.PB.AADP.QQQDP..EFF.GGEHH. Q99 F99 A98 C99 O97 B99 A99  
7 7 0 OOOCD.B..CDPB.AA.PQQQ..P..EFF.GGEHH. D98 F99 A98 C99 O97 B99 A99  
7 7 0 OOO..P...CDP.AACDPBQQQ..B.EFF.GGEHH. P99 F99 D99 O97 B97 A99 Q99  
7 7 0 .OOO.P...CDPAA.CDPB..QQQB.E.FFGGEHH. A98 B97 Q97 P99 O98 A99 D99  
7 7 0 B.OOOPB..CDPAA.CDP..EQQQ..EFF.GGHH.. H99 E99 Q97 P99 D99 F99 O99  
7 7 0 OOOC.P...C.PBAA.DPBQQQD...EFF.GGEHH. F99 C99 P99 O97 B98 A99 Q99  
7 7 0 OOOC.PB..C.PBAA.DPQQQ.D...EFF.GGE.HH C99 F99 P99 H99 O97 B99 A99  
7 7 0 ..OOOPB....PB.AADP.QQQD...ECFFGGECHH B99 A98 Q99 C97 P99 H99 O99  
7 7 0 OOOCD.B..CDPB.AA.P.QQQ.P..E.FFGGEHH. D98 Q99 A98 C99 O97 B99 A99  
7 7 0 BOOO.PB...DPAAE.DP..EQQQ...CFFGG.CHH E98 Q97 C97 P99 H99 O98 D99  
7 7 0 BOOO.PB...DPAA..DP..EQQQ..ECFFGG.CHH E99 Q97 C97 P99 H99 O98 D99  
7 7 0 OOOC.....C...AA.D.BQQQDPB.EFFPGGEHHP C99 O97 P98 F99 B97 A99 Q99  
7 7 0 OOOC..B..C..B.AADPQQQ.DP..EFFPGGEHH. P99 F99 A98 C99 O97 B99 A99  
7 7 0 BOOO.PB..CDPAAECDP..EQQQ...FF..GGHH. G99 E98 Q97 D99 P99 F99 O98  
7 7 0 OOOC.....CDPBAA.DPBQQQ.P..EFF.GGEHH. C99 O97 D99 F99 B98 A99 Q99  
7 7 0 OOOC..B..C..B.AAD.QQQ.DP..EFFPGGEHHP P98 F99 A98 C99 O97 B99 A99  
7 7 0 BOOO.PB.ECDPAAECDP.QQQ.....FF.GG.HH. Q95 E97 Q97 D99 P99 F99 O98  
7 7 0 BOOO.PB.ECDPAAECDP..QQQ....FF.GG.HH. Q96 E97 Q97 D99 P99 F99 O98  
7 7 0 ...OOO....DPAA..DPBQQQ.PB.ECFFGGECHH A98 B97 Q99 C97 H99 A99 D99  
7 7 0 OOOCD....CDPB..AAPBQQQ.P..E.FFGGEHH. A97 C99 D98 O97 B98 A99 Q99  
7 7 0 .OOO.P...CDPAA.CDPB.QQQ.B.E.FFGGEHH. A98 B97 Q98 P99 O98 A99 D99  
7 7 0 BOOO.PB.ECDPAAECDP...QQQ...FF.GGHH.. H99 E97 Q97 D99 P99 F99 O98  
7 7 0 BOOO.PB.ECDPAAECDP...QQQ...FF..GGHH. G99 E97 Q97 D99 P99 F99 O98  
7 7 0 OOOC.PB..C.PBAA.DP.QQQD...EFF.GGEHH. Q99 F99 C99 P99 O97 B99 A99  
7 7 0 OOOCD....CDPAA...PBQQQ.PB.E.FFGGEHH. C99 D98 A98 O97 B97 A99 Q99  
7 7 0 OOO..P...C.PAA.CDPBQQQD.B.EFF.GGEHH. P99 F99 A98 O97 B97 A99 Q99  
7 7 0 OOOCD.B..CDPB.AA.P..QQQP..E.FFGGEHH. Q98 D98 A98 C99 O97 B99 A99  
7 7 0 .OOO.P...CDP.AACDPB.EQQQB.E.FFGG.HH. B97 E99 Q97 P99 O98 A99 D99  
7 7 0 OOOC.....C.PAA..DPBQQQDPB.EFF.GGEHH. C99 F99 A98 O97 B97 A99 Q99  
7 7 0 .OOO.P.....P.AA.DPBQQQD.B.ECFFGGECHH B97 A99 P99 O98 Q99 C97 H99  
7 7 0 BOOO.PB..CDP.AACDP..EQQQ..E.FFGGHH.. H99 E99 Q97 P99 O98 A99 D99  
7 7 0 .OOO.P.....PBAA.DPBQQQD...ECFFGGECHH B98 A99 P99 O98 Q99 C97 H99  
7 7 0 .OOO.PB....PBAA.DP.QQQD...ECFFGGECHH B99 A99 P99 O98 Q99 C97 H99  
7 7 0 .OOO.P...CDPBAACDPB.EQQQ..E.FFGG.HH. B98 E99 Q97 P99 O98 A99 D99  
7 7 0 OOOCD....CDPB.AA.PBQQQ.P..E.FFGGEHH. A98 C99 D98 O97 B98 A99 Q99  
7 7 0 OOO.......DP.AA.DPBQQQ.PB.ECFFGGECHH O97 B97 Q99 C97 H99 A99 D99  
7 7 0 B.OOOPB.ECDPAAECDPQQQ......FF.GG.HH. Q94 E97 Q97 P99 D99 F99 O99  
7 7 0 .OOO.P.....P..AADPBQQQD.B.ECFFGGECHH B97 A98 P99 O98 Q99 C97 H99  
7 7 0 .OOODP...CDP.AAC.PB..QQQB.EFF.GGEHH. B97 Q97 D98 A99 P99 F99 O98  
7 7 0 .OOO.PB..CDPBAACDP..EQQQ..E.FFGG.HH. B99 E99 Q97 P99 O98 A99 D99  
7 7 0 .OOODP...CDPBAAC.PB..QQQ..EFF.GGEHH. B98 Q97 D98 A99 P99 F99 O98  
7 7 0 .OOODPB..CDPBAAC.P...QQQ..EFF.GGEHH. B99 Q97 D98 A99 P99 F99 O98  
7 7 0 OOOCD....CDPBAA..PBQQQ.P..EFF.GGEHH. F99 C99 D98 O97 B98 A99 Q99  
7 7 0 OOOCDPB..CDPBAA..PQQQ.....EFF.GGEHH. D98 F99 C99 P99 O97 B99 A99  
7 7 0 BOOO.PB.ECDPAAECDP...QQQ....FF.GG.HH G99 E97 Q97 P99 H99 O98 D99  
7 7 0 BOOO.PB.ECDPAAECDP...QQQFF....GG..HH F96 E97 Q97 P99 H99 O98 D99  
7 7 0 OOOCDP...CDPBAA..PBQQQ....E.FFGGEHH. P99 C99 D98 O97 B98 A99 Q99  
7 7 0 BOOO.PB.ECDPAAECDP...QQQ.FF...GG..HH F97 E97 Q97 P99 H99 O98 D99  
7 7 0 BOOO.PB.ECDPAAECDP...QQQ..FF..GG..HH F98 E97 Q97 P99 H99 O98 D99  
7 7 0 OOOC.....CDP.AA.DPBQQQ.PB.EFF.GGEHH. C99 F99 D99 O97 B97 A99 Q99  
7 7 0 OOOC.P...C.P.AA.DPBQQQD.B.E.FFGGE.HH H99 C99 P99 O97 B97 A99 Q99  
7 7 0 OOOCD.B..CD.BAA...QQQ..P..EFFPGGEHHP D98 P98 C99 F99 O97 B99 A99  
7 7 0 OOOC..B..CDPBAA.DP..QQQP..E.FFGGE.HH C99 Q98 H99 O97 B99 A99 D99  
7 7 0 .OOOD.B...DPB..AAP.QQQ.P..ECFFGGECHH B99 A97 D98 O98 Q99 C97 H99  
7 7 0 B.OOOPB...DP.AA.DP...QQQ..ECFFGGECHH Q97 P99 A99 C97 D99 H99 O99  
7 7 0 ..OOO.....DPB.AADPB.QQQP..ECFFGGECHH B98 A98 Q98 C97 D99 H99 O99  
7 7 0 ..OOO.B...DPB.AADP..QQQP..ECFFGGECHH B99 A98 Q98 C97 D99 H99 O99  
7 7 0 OOOCDP...CDP.AA..PBQQQ..B.E.FFGGEHH. D98 C99 P99 O97 B97 A99 Q99  
7 7 0 OOOCD.B..CD.BAA..PQQQ..P..EFFPGGEHH. D98 P99 C99 F99 O97 B99 A99  
7 7 0 .OOO.P...CDPBAACDPB.QQQ...E.FFGGE.HH B98 P99 O98 H99 Q98 A99 D99  
7 7 0 ..OOO....CD.BAACD.B.QQQP..EFFPGGEHHP B98 P98 Q98 O99 F99 A99 D99  
7 7 0 OOOC.P...CDP.AA.DPBQQQ..B.E.FFGGEHH. D99 C99 P99 O97 B97 A99 Q99  
7 7 0 OOO...B..CD.BAACDP.QQQ.P..EFFPGGEHH. Q99 O97 B99 P99 F99 A99 D99  
7 7 0 OOO...B...D.BAACDPQQQC.P..EFFPGGEHH. C99 O97 B99 P99 F99 A99 D99  
7 7 0 B.OOOPB.E.DPAAE.DP...QQQ...CFFGG.CHH E97 Q97 C97 P99 D99 H99 O99  
7 7 0 ..OOOP...CDP.AACDPB..QQQB.EFF.GGEHH. B97 A99 Q97 P99 D99 F99 O99  
7 7 0 OOOC.....CDP.AA.DPBQQQ.PB.E.FFGGE.HH H99 C99 D99 O97 B97 A99 Q99  
7 7 0 OOO.DPB...DPBAAC.PQQQC....E.FFGGE.HH H99 D98 C99 P99 O97 B99 A99  
7 7 0 B.OOOPB.ECDPAAECDP...QQQ..FF...GGHH. F98 G99 E97 Q97 P99 D99 O99  
7 7 0 OOOC..B..CD.BAA.DPQQQ..P..EFFPGGEHH. C99 O97 B99 P99 F99 A99 D99  
7 7 0 ..OOOPB...DPBAACDPQQQC....E.FFGGE.HH P99 B99 D99 C99 A99 H99 O99  
7 7 0 B.OOOPB...DPAAE.DP..EQQQ...CFFGG.CHH E98 Q97 C97 P99 D99 H99 O99  
7 7 0 .OOO.PB..CDPBAACDP.QQQ....E.FFGGE.HH Q99 B99 H99 P99 O98 A99 D99  
7 7 0 .OOO.PB...DPBAACDPQQQC....E.FFGGE.HH C99 B99 H99 P99 O98 A99 D99  
7 7 0 ..OOOP...CDPBAACDPB..QQQ..EFF.GGEHH. B98 A99 Q97 P99 D99 F99 O99  
7 7 0 OOOC.PB..C.PBAA.DP.QQQD...E.FFGGE.HH H99 Q99 C99 P99 O97 B99 A99  
7 7 0 BOOO.PB...DP.AA.DP..QQQ...ECFFGGECHH Q98 C97 H99 P99 O98 A99 D99  
7 7 0 .OOO.PB...DPBAA.DPQQQ.....ECFFGGECHH B99 C97 H99 P99 O98 A99 D99  
7 7 0 ..OOOPB..CDPBAACDP...QQQ..EFF.GGEHH. B99 A99 Q97 P99 D99 F99 O99  
7 7 0 ..OOOPB..CDPBAACDP.QQQ....EFF.GGEHH. D99 P99 F99 O99 B99 A99 Q99  
7 7 0 ..OOO.B..CD.BAACDP..QQQP..EFFPGGEHH. Q98 B99 O99 P99 F99 A99 D99  
7 7 0 OOOCDPB..CDPBAA..PQQQ.....E.FFGGE.HH H99 C99 P99 D98 O97 B99 A99  
7 7 0 OOOC.....CDPB.AADPBQQQ.P..E.FFGGEHH. A98 C99 D99 O97 B98 A99 Q99  
7 7 0 OOO.DP...CDP.AAC.PBQQQ..B.E.FFGGE.HH H99 P99 D98 O97 B97 A99 Q99  
7 7 0 ..OOO.B...D.BAACDPQQQC.P..EFFPGGEHH. C99 B99 O99 P99 F99 A99 D99  
7 7 0 .OOO..B..CD.BAACDP.QQQ.P..EFFPGGEHH. B99 O98 Q99 P99 F99 A99 D99  
7 7 0 B.OOO.B.ECDPAAECDP..QQQP....FFGG.HH. P98 Q96 E97 Q97 P99 D99 O99  
7 7 0 OOO...B..CD.BAACDPQQQ..P..EFFPGGE.HH P99 O97 B99 H99 F99 A99 D99  
7 7 0 OOO..PB..CDPBAACDPQQQ.....EFF.GGE.HH P99 O97 B99 H99 F99 A99 D99  
7 7 0 OOO..P...CDP.AACDPBQQQ..B.E.FFGGE.HH H99 P99 D99 O97 B97 A99 Q99  
7 7 0 OOOCD....CDP...AAPBQQQ.PB.E.FFGGEHH. A97 C99 D98 O97 B97 A99 Q99  
7 7 0 OOO...B...DPBAACDPQQQC.P..EFF.GGE.HH C99 O97 B99 H99 F99 A99 D99  
7 7 0 OOOC..B..CDPBAA.DPQQQ..P..EFF.GGE.HH C99 O97 B99 H99 F99 A99 D99  
7 7 0 OOOC.P...CDPBAA.DPBQQQ....E.FFGGEHH. P99 C99 D99 O97 B98 A99 Q99  
7 7 0 OOOC.....C.PBAA.DPBQQQDP..EFF.GGE.HH F99 C99 H99 O97 B98 A99 Q99  
7 7 0 OOOC.P...C.PBAA.DPBQQQD...E.FFGGE.HH C99 P99 H99 O97 B98 A99 Q99  
7 7 0 B.OOO.B.ECDPAAECDPQQQ..P....FFGG.HH. P98 Q94 E97 Q97 P99 D99 O99  
7 7 0 OOO........PAA..DPBQQQDPB.ECFFGGECHH O97 A96 B97 A98 Q99 C97 H99  
7 7 0 B.OOOPB.ECDPAAECDP...QQQFF....GGHH.. F96 H99 E97 Q97 P99 D99 O99  
7 7 0 OOO..PB....PB.AADP.QQQD...ECFFGGECHH P99 Q99 O97 B99 A98 C97 H99  
7 7 0 .OOO.....CD.BAACDPB.QQQP..EFFPGGEHH. B98 O98 Q98 P99 F99 A99 D99  
7 7 0 .OOO..B..CD.BAACDP..QQQP..EFFPGGEHH. B99 O98 Q98 P99 F99 A99 D99  
7 7 0 B.OOO.B.ECDPAAECDP.QQQ.P....FFGG.HH. P98 Q95 E97 Q97 P99 D99 O99  
7 7 0 OOOC.....CDPBAA.DPBQQQ.P..E.FFGGE.HH C99 D99 H99 O97 B98 A99 Q99  
7 7 0 OOO.D....CDPBAAC.PBQQQ.P..EFF.GGE.HH F99 D98 H99 O97 B98 A99 Q99  
7 7 0 B.OOOPB.EC.PAAECDP.QQQD.....FFGG.HH. D98 Q95 E97 Q97 P99 D99 O99  
7 7 0 B.OOOPB.ECDPAAECDP.QQQ......FFGGHH.. H99 Q95 E97 Q97 P99 D99 O99  
7 7 0 OOO.DP...CDPBAAC.PBQQQ....E.FFGGE.HH P99 D98 H99 O97 B98 A99 Q99  
7 7 0 OOOCD....CDPBAA..PBQQQ.P..E.FFGGE.HH C99 D98 H99 O97 B98 A99 Q99  
7 7 0 ..OOOPB..CDPBAACDP..EQQQ..E.FFGG.HH. E99 Q97 P99 B99 O99 A99 D99  
7 7 0 BOOO.PB..CDP.AACDP..QQQ...EFF.GGE.HH Q98 P99 O98 H99 F99 A99 D99  
7 7 0 .OOO.PB..CDPBAACDPQQQ.....EFF.GGE.HH B99 P99 O98 H99 F99 A99 D99  
7 7 0 B.OOOPB.ECDPAAECDP...QQQ.FF...GGHH.. F97 H99 E97 Q97 P99 D99 O99  
7 7 0 OOOC.....C.PB.AADPBQQQDP..EFF.GGEHH. F99 A98 C99 O97 B98 A99 Q99  
7 7 0 B.OOOPB.ECDPAAECDP...QQQ.FF....GGHH. F97 G99 E97 Q97 P99 D99 O99  
7 7 0 OOO.DPB...DPB.AA.PQQQC....ECFFGGE.HH P99 D98 H99 O97 B99 A98 C98  
7 7 0 B.OOOPB...DP.AACDPQQQC....EFF.GGE.HH C99 P99 O99 H99 F99 A99 D99  
7 7 0 OOO.D....CD.BAAC.PBQQQ.P..EFFPGGEHH. P99 D98 F99 O97 B98 A99 Q99  
7 7 0 ..OOOPB..CDPBAACDPQQQ.....EFF.GGE.HH B99 P99 O99 H99 F99 A99 D99  
7 7 0 .OOOD....CD.BAAC..BQQQ.P..EFFPGGEHHP P98 D98 F99 O98 B98 A99 Q99  
7 7 0 OOOC.P...C.PB.AADPBQQQD...E.FFGGEHH. P99 A98 C99 O97 B98 A99 Q99  
7 7 0 B.OOOPB.ECDPAAECDP...QQQFF.....GGHH. F96 G99 E97 Q97 P99 D99 O99  
7 7 0 .OOOD....CD.BAAC.PBQQQ.P..EFFPGGEHH. P99 D98 F99 O98 B98 A99 Q99  
7 7 0 .OOODP...CDPBAAC.PBQQQ....EFF.GGEHH. P99 D98 F99 O98 B98 A99 Q99  
7 7 0 OOO.DP...CDPBAAC.PBQQQ....EFF.GGEHH. P99 D98 F99 O97 B98 A99 Q99  
7 7 0 .OOODP...CDPBAAC.PBQQQ....E.FFGGE.HH D98 P99 H99 O98 B98 A99 Q99  
7 7 0 .OOO.P...CDPBAACDPBQQQ....E.FFGGE.HH D99 P99 H99 O98 B98 A99 Q99  
7 7 0 OOO.......DPB.AADPBQQQ.P..ECFFGGECHH D99 O97 B98 A98 Q99 C97 H99  
7 7 0 OOO..P.....PB.AADPBQQQD...ECFFGGECHH P99 O97 B98 A98 Q99 C97 H99  
7 7 0 ...OOO...CD.AA.CD.B.QQQPB.EFFPGGEHHP A98 P98 F99 B97 Q98 A99 D99  
7 7 0 OOO......CDPAA.CDPB.QQQPB.EFF.GGEHH. O97 A98 F99 B97 Q98 A99 D99  
7 7 0 ..OOO....CDPAA.CDPB.QQQPB.E.FFGGE.HH O99 H99 A98 B97 Q98 A99 D99  
7 7 0 BOOODPB..CDPAAEC.P..EQQQFF....GGHH.. F96 H99 E98 Q97 P99 D98 O98  
7 7 0 B.OOOPB.ECDPAAECDPQQQ.......FFGGHH.. H99 Q94 E97 Q97 P99 D99 O99  
7 7 0 .OOO.....CDP.AACDPBQQQ.PB.EFF.GGE.HH B97 O98 Q99 H99 F99 A99 D99  
7 7 0 .OOO.....CDPBAACDPBQQQ.P..EFF.GGE.HH B98 O98 Q99 H99 F99 A99 D99  
7 7 0 .OOOD.B...DPB.AA.P..QQQP..ECFFGGECHH Q98 D98 O98 B99 A98 C97 H99  
